path,file_name,status
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-01OCEf1yB4czsq8ygRoT51s96Ba2-cough-heavy.wav,neg-01OCEf1yB4czsq8ygRoT51s96Ba2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-05bieNLXPuaIWEVaX81EkbbjVrh1-cough-heavy.wav,neg-05bieNLXPuaIWEVaX81EkbbjVrh1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0bcMNFt3dlPlUPTyCO8DVAlbTUC3-cough-heavy.wav,neg-0bcMNFt3dlPlUPTyCO8DVAlbTUC3-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0c00ybTdnIRUTXeg20bZjJOzhKv1-cough-heavy.wav,neg-0c00ybTdnIRUTXeg20bZjJOzhKv1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0EAAFsDWfTcrhktHy78LS6nf19G3-cough-heavy.wav,neg-0EAAFsDWfTcrhktHy78LS6nf19G3-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0eQAE4NgLUWYqAaMuWoO4XgIgvF2-cough-heavy.wav,neg-0eQAE4NgLUWYqAaMuWoO4XgIgvF2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0gB18cWHioTobGuU3qVE0QV5mBN2-cough-heavy.wav,neg-0gB18cWHioTobGuU3qVE0QV5mBN2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0Ha52POVIxTKEPqI1eGpIoMHUd52-cough-heavy.wav,neg-0Ha52POVIxTKEPqI1eGpIoMHUd52-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0KOy96zEUfdMY4rZzwrDT0gMPDa2-cough-heavy.wav,neg-0KOy96zEUfdMY4rZzwrDT0gMPDa2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0kQAWAGJHffg9kZhji65QkUaEvx1-cough-heavy.wav,neg-0kQAWAGJHffg9kZhji65QkUaEvx1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0mkAUAbpROMIFjKpdFxlUnYTV262-cough-heavy.wav,neg-0mkAUAbpROMIFjKpdFxlUnYTV262-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0Nuh8uDalHe47HGM31i2Ew6BPcl1-cough-heavy.wav,neg-0Nuh8uDalHe47HGM31i2Ew6BPcl1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0RHdUsu2qFMmG4dhpJd1NqM5ZTC2-cough-heavy.wav,neg-0RHdUsu2qFMmG4dhpJd1NqM5ZTC2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0ujmfEsuhJRsGfbW3ttpSMjwJi73-cough-heavy.wav,neg-0ujmfEsuhJRsGfbW3ttpSMjwJi73-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0VpjgRGE5kR8uTEhksBgvFR3xlA2-cough-heavy.wav,neg-0VpjgRGE5kR8uTEhksBgvFR3xlA2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0W7xMFW538WmDghkiujx2v4xVnt2-cough-heavy.wav,neg-0W7xMFW538WmDghkiujx2v4xVnt2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0xsz0lbpsoVgfojvTNSAjv9dhBq1-cough-heavy.wav,neg-0xsz0lbpsoVgfojvTNSAjv9dhBq1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0xWyChUEHYOWQLxEAL3ln4FDtUL2-cough-heavy.wav,neg-0xWyChUEHYOWQLxEAL3ln4FDtUL2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0zAgZhOXaGhmL1SnhkzJOIoowKg2-cough-heavy.wav,neg-0zAgZhOXaGhmL1SnhkzJOIoowKg2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0zexHIcM7tQDdnFiEj2Eb0v3g212-cough-heavy.wav,neg-0zexHIcM7tQDdnFiEj2Eb0v3g212-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-0zUxdfS5aoS6SiEoF1x6JXOk25B3-cough-heavy.wav,neg-0zUxdfS5aoS6SiEoF1x6JXOk25B3-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-11GcRROEvCReCSBzteGoFLw1GyS2-cough-heavy.wav,neg-11GcRROEvCReCSBzteGoFLw1GyS2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-14bqYTAafsSLdCtHZVw1gavRhpd2-cough-heavy.wav,neg-14bqYTAafsSLdCtHZVw1gavRhpd2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-16Bj2AtAiXhPGR3r4ZRjgcWTmGe2-cough-heavy.wav,neg-16Bj2AtAiXhPGR3r4ZRjgcWTmGe2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-19VBCVaFPcWROz6wWui9G9IU9K12-cough-heavy.wav,neg-19VBCVaFPcWROz6wWui9G9IU9K12-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1AuoEhB8vAfCtxTFFV0W916yBqA3-cough-heavy.wav,neg-1AuoEhB8vAfCtxTFFV0W916yBqA3-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1BFTsgEVsJdltjiXvECDOi35nT53-cough-heavy.wav,neg-1BFTsgEVsJdltjiXvECDOi35nT53-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1CtdDsZvTshuIGrVGvF9pilcHP13-cough-heavy.wav,neg-1CtdDsZvTshuIGrVGvF9pilcHP13-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1ctsxp37dWNbCbizTioZzpAWqJx2-cough-heavy.wav,neg-1ctsxp37dWNbCbizTioZzpAWqJx2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1fMS9159tNOgEbgTXBoUpBXQUIr1-cough-heavy.wav,neg-1fMS9159tNOgEbgTXBoUpBXQUIr1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1G9prDQSP1fpNL0yc7C6Rqy7jmK2-cough-heavy.wav,neg-1G9prDQSP1fpNL0yc7C6Rqy7jmK2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1gimjLEgqBdoHReixdq8HlEBfEr2-cough-heavy.wav,neg-1gimjLEgqBdoHReixdq8HlEBfEr2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1gKYFXop8UQtz5vrzrbVcnjX0Vi1-cough-heavy.wav,neg-1gKYFXop8UQtz5vrzrbVcnjX0Vi1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1HW5boss6UZ2uPXxGDCcwiKR8gh2-cough-heavy.wav,neg-1HW5boss6UZ2uPXxGDCcwiKR8gh2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1irqEfgfrbXwr2ymwtkMB1Y0rnB3-cough-heavy.wav,neg-1irqEfgfrbXwr2ymwtkMB1Y0rnB3-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1j2LqFPOJIQ8nTlovQqNr6bdUMl1-cough-heavy.wav,neg-1j2LqFPOJIQ8nTlovQqNr6bdUMl1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1kj3twlB9PcVyePxzqNGwnkYZZx2-cough-heavy.wav,neg-1kj3twlB9PcVyePxzqNGwnkYZZx2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1kXfAOTvLBbCCcTBJOrHUFzARSo1-cough-heavy.wav,neg-1kXfAOTvLBbCCcTBJOrHUFzARSo1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1oiS7CTfV2NXbNqmYiQ9rs5toFS2-cough-heavy.wav,neg-1oiS7CTfV2NXbNqmYiQ9rs5toFS2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1pXSBzMeizcu5IpLAJUaYpmJyhB3-cough-heavy.wav,neg-1pXSBzMeizcu5IpLAJUaYpmJyhB3-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1swHxN9xPFUu90g29z2RMCxG3oJ2-cough-heavy.wav,neg-1swHxN9xPFUu90g29z2RMCxG3oJ2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1Vm44aluw7PMy2mfETHc3MvwQxx1-cough-heavy.wav,neg-1Vm44aluw7PMy2mfETHc3MvwQxx1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1woiacXdMmXUQiMWESqr83uk1NV2-cough-heavy.wav,neg-1woiacXdMmXUQiMWESqr83uk1NV2-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1xhe0J87pIMJlB7TdQDwUTpHMKr1-cough-heavy.wav,neg-1xhe0J87pIMJlB7TdQDwUTpHMKr1-cough-heavy.wav,neg
D:\Mata Kuliah\Tesis\Data\Coswara-Data\Copy\covid\heavy\neg\neg-1yXs34J4y9VaRQSdwgm4NVWs6Y12-cough-heavy.wav,neg-1yXs34J4y9VaRQSdwgm4NVWs6Y12-cough-heavy.wav,neg
