path,file_name,status
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_002.wav,neg-devel_002.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_003.wav,neg-devel_003.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_004.wav,neg-devel_004.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_005.wav,neg-devel_005.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_007.wav,neg-devel_007.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_008.wav,neg-devel_008.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_009.wav,neg-devel_009.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_010.wav,neg-devel_010.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_011.wav,neg-devel_011.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_012.wav,neg-devel_012.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_013.wav,neg-devel_013.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_015.wav,neg-devel_015.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_016.wav,neg-devel_016.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_018.wav,neg-devel_018.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_020.wav,neg-devel_020.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_021.wav,neg-devel_021.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_022.wav,neg-devel_022.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_023.wav,neg-devel_023.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_024.wav,neg-devel_024.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_026.wav,neg-devel_026.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_027.wav,neg-devel_027.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_028.wav,neg-devel_028.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_030.wav,neg-devel_030.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_031.wav,neg-devel_031.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_032.wav,neg-devel_032.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_034.wav,neg-devel_034.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_035.wav,neg-devel_035.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_036.wav,neg-devel_036.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_038.wav,neg-devel_038.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_039.wav,neg-devel_039.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_040.wav,neg-devel_040.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_041.wav,neg-devel_041.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_042.wav,neg-devel_042.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_043.wav,neg-devel_043.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_044.wav,neg-devel_044.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_046.wav,neg-devel_046.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_048.wav,neg-devel_048.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_050.wav,neg-devel_050.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_052.wav,neg-devel_052.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_053.wav,neg-devel_053.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_054.wav,neg-devel_054.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_055.wav,neg-devel_055.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_056.wav,neg-devel_056.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_057.wav,neg-devel_057.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_058.wav,neg-devel_058.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_059.wav,neg-devel_059.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_060.wav,neg-devel_060.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_061.wav,neg-devel_061.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_062.wav,neg-devel_062.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_063.wav,neg-devel_063.wav,neg
D:\Mata Kuliah\Tesis\Data\ComParE2021-CCS-CSS-Data\Copy1\neg\neg-devel_064.wav,neg-devel_064.wav,neg
